B_rightHipLocX,B_rightHipLocY,B_rightHipLocZ,B_rightKneeLocX,B_rightKneeLocY,B_rightKneeLocZ,B_leftHipLocX,B_leftHipLocY,B_leftHipLocZ,B_leftKneeLocX,B_leftKneeLocY,B_leftKneeLocZ,A_rightHipLocX,A_rightHipLocY,A_rightHipLocZ,A_rightKneeLocX,A_rightKneeLocY,A_rightKneeLocZ,A_leftHipLocX,A_leftHipLocY,A_leftHipLocZ,A_leftKneeLocX,A_leftKneeLocY,A_leftKneeLocZ,A_rightHipSpdX,A_rightHipSpdY,A_rightHipSpdZ,A_rightKneeSpdX,A_rightKneeSpdY,A_rightKneeSpdZ,A_leftHipSpdX,A_leftHipSpdY,A_leftHipSpdZ,A_leftKneeSpdX,A_leftKneeSpdY,A_leftKneeSpdZ,IMU_angleX,IMU_angleY,IMU_angleZ,IMU_accX,IMU_accY,IMU_accZ,IMU_velX,IMU_velY,IMU_velZ
-0.05248693386729687,0.7816179756672714,0.143386463412352,-0.028450502253005456,0.7840396380245169,0.5168817722941075,0.03026438445457129,0.8077813655522481,0.13856356327102698,0.03026438445457129,0.8077813655522481,0.13856356327102698,-52.48693386729687,781.6179756672715,143.38646341235201,-28.450502253005457,784.0396380245169,516.8817722941075,30.26438445457129,807.7813655522481,138.563563271027,30.26438445457129,807.7813655522481,138.563563271027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.37496948242188,-9.820500373840332,23.428253173828125,1.0267039717733861,9.701651093959809,0.5951533268764615,0.1045393408173148,-0.0950865339131101,-0.04028093081752115
-0.060905661267413654,0.7845960753552038,0.14384554394871474,-0.0277473755235916,0.7840387730794746,0.5168817722941075,0.030966668349365345,0.8077825848873769,0.13856356327102698,0.030966668349365345,0.8077825848873769,0.13856356327102698,-60.905661267413656,784.5960753552038,143.84554394871475,-27.747375523591597,784.0387730794746,516.8817722941075,30.966668349365346,807.7825848873769,138.563563271027,30.966668349365346,807.7825848873769,138.563563271027,-84.18727400116781,29.780996879323894,4.590805363627326,7.031267294138575,-0.008649450423670046,0.0,7.022838947940563,0.012193351287548282,0.0,7.022838947940563,0.012193351287548282,0.0,93.5468521118164,-9.757474899291992,23.28501319885254,1.156147585362196,9.505781648755073,0.7084142960608006,0.12429949642592643,-0.13975317082252928,-0.0580255146013803
-0.06717445898886594,0.7895751673193536,0.14461067988595483,-0.0247705963267339,0.7893094169891629,0.5088204756583806,0.044051831957468035,0.8268113815555759,0.14095131506017178,0.044051831957468035,0.8268113815555759,0.14095131506017178,-68.14399137756776,788.6727997486431,144.4726611280241,-25.795922750065067,786.9321771088498,512.4557983672262,38.46764794131499,818.230704389242,139.87453440137617,38.46764794131499,818.230704389242,139.87453440137617,-71.08975987670856,41.971174474793685,6.455315154639796,20.882508849609238,32.10573194875605,-49.1099535001884,82.46016304092517,115.92945583074524,14.546342187086585,82.46016304092517,115.92945583074524,14.546342187086585,94.40055847167969,-9.436617851257324,22.757890701293945,1.692684000581503,9.938239964246751,0.5440735492855311,0.08585163183900568,-0.0619691858941359,-0.05561486699684302
-0.0657578777174519,0.7914123410449726,0.13765601855408155,-0.023269911127862683,0.789140694393593,0.4978208299856557,0.03602807796644561,0.826239894140438,0.1315321251194974,0.03602807796644561,0.826239894140438,0.1315321251194974,-68.86205734342492,791.9826382992132,140.17587616131135,-23.32554222332249,789.6894976429899,500.7641017317379,40.11697517795998,828.2096575677446,134.92032721058217,40.11697517795998,828.2096575677446,134.92032721058217,-1.0976090417243733,34.307812520885776,-45.913608328851595,26.98359961486066,31.98665926842826,-128.53412180989443,23.25734835683249,115.73429734384777,-51.58360322565971,23.25734835683249,115.73429734384777,-51.58360322565971,95.00789642333984,-9.304838180541992,23.20479965209961,1.8022647687792779,9.530155182480813,0.5266868900880218,0.2032747881909964,0.142153860701473,-0.05634882169718133
-0.05262151152067756,0.7918959429567689,0.13591735142193617,-0.01921668560442993,0.7893058379972662,0.5088204756583806,0.05040753795326455,0.8516865840901328,0.1254292816960249,0.05040753795326455,0.8516865840901328,0.1254292816960249,-57.29042973546284,792.9229102874699,135.58446652722517,-19.62767044725319,790.3724239990764,502.149940881449,47.67640672692837,847.991354569205,126.44504529242367,47.67640672692837,847.991354569205,126.44504529242367,131.93563767921063,6.528965239426355,-54.42152215646948,37.88760605817298,4.380988649591137,9.636136053026517,65.55923380978035,197.0951829010169,-97.52137533454582,65.55923380978035,197.0951829010169,-97.52137533454582,95.45480346679688,-9.281919479370117,23.754838943481445,1.6145710466802121,9.67644491672516,0.4621343601867557,0.2275765488423464,0.2407652547047435,-0.029438598832324345
-0.047974149806775286,0.7919007971077592,0.13591735142193617,-0.024464683100942297,0.7893057154864414,0.5088204756583806,0.026113965561121565,0.8182364461402168,0.1304550957223981,0.026113965561121565,0.8182364461402168,0.1304550957223981,-46.28559454778664,792.2955350207689,134.15753012518266,-21.85713348560286,789.665066499834,507.60240216548704,34.6316514549457,833.2714684658142,126.1887468999054,34.6316514549457,833.2714684658142,126.1887468999054,130.40771646797106,-10.932657777455656,-13.324677681465175,-22.67892356612654,-11.226374623934854,78.69601077502935,-128.81505669514578,-144.9002920724593,-5.012989326659486,-128.81505669514578,-144.9002920724593,-5.012989326659486,96.07359313964844,-9.430888175964355,24.96950912475586,1.0241521006822587,9.7349106413126,0.32134758677333597,0.1172474709468264,0.22099735928434583,0.007461840190791289
-0.0331741763078934,0.7949087189903413,0.13634883977898563,-0.0187193232104473,0.7895895245974481,0.5309853200797099,0.002848602918913749,0.8045944229409919,0.11953411595932989,0.002848602918913749,0.8045944229409919,0.11953411595932989,-33.079513991994766,793.7331569333146,135.41709643511595,-20.525101816095972,789.2117416946428,526.6711982958035,7.678105082814357,807.5571379018346,121.61559410020331,7.678105082814357,807.5571379018346,121.61559410020331,132.84996894113036,12.471888228568275,18.904924235012178,4.844687992183197,-6.678328306927471,203.11865545249088,-309.1932392294214,-318.6061266091795,-33.71402362158788,-309.1932392294214,-318.6061266091795,-33.71402362158788,96.44029235839844,-9.482454299926758,25.433605194091797,1.103734898418188,9.974918378591537,0.5597020969167352,0.11327936931267527,0.037150942608878086,0.009175396029215719
-0.03648581157876751,0.801841319324559,0.1373556277752475,-0.012646096793008085,0.7922614367115823,0.5325096933502518,3.5509396194798514e-05,0.7992308792012839,0.12789715617728054,3.5509396194798514e-05,0.7992308792012839,0.12789715617728054,-31.43629267049701,799.87568520268,137.46065370272493,-14.74047192124182,791.1573215086569,537.3482883888863,-7.549906996487804,791.5704864267348,124.9451189300744,-7.549906996487804,791.5704864267348,124.9451189300744,16.618457131594184,66.50508086256247,25.023242801464104,65.27661312077706,20.663451480594386,126.48602567207371,-173.16409608290024,-176.92954359623496,28.931661799490584,-173.16409608290024,-176.92954359623496,28.931661799490584,96.5892562866211,-9.574128150939941,25.6226806640625,1.377681775689125,9.542604489326477,0.24649644730612638,0.03940815052535216,0.10678989499236637,0.01587061306408856
0.0025968963203757936,0.8043965184071938,0.1395496979258555,0.00838472750818511,0.7948655300714397,0.5228688390853565,-0.03432779920816531,0.8121995747017832,0.12964733318715932,-0.03432779920816531,0.8121995747017832,0.12964733318715932,-7.301852197547996,805.2101213272543,139.7306509784394,3.6917261641844292,794.4655400040577,530.7133960667642,-31.294118715044526,801.1000906751709,129.37896250821152,-31.294118715044526,801.1000906751709,129.37896250821152,232.0994334405016,60.84983226461761,24.209130056211823,197.02196341914598,37.440678938799905,-85.06382819480054,-222.12122763503706,120.85054994939651,57.48578909192818,-222.12122763503706,120.85054994939651,57.48578909192818,96.70957946777344,-9.820500373840332,26.556604385375977,1.1406790687143804,9.62149102985859,0.12249680162407459,0.03214354861883574,0.030950783285368284,0.008011292966491316
0.029970615724939562,0.8094038966692002,0.1402780370939697,0.026671098338290955,0.7984919503746072,0.5248645170422941,-0.01614412823133265,0.8152237650317462,0.13005120674137008,-0.01614412823133265,0.8152237650317462,0.13005120674137008,26.60138643852614,809.9751433702729,140.8610104901842,26.22950355717429,798.4785731505815,523.4105474388082,-27.447077640941927,815.5683161908536,131.66961468598984,-27.447077640941927,815.5683161908536,131.66961468598984,380.62202980547727,46.22197356080594,11.627171803890908,248.3046054969306,42.691318715917355,-102.06527174296484,33.363186949124604,187.2136699323081,25.049780524353324,33.363186949124604,187.2136699323081,25.049780524353324,96.57206726074219,-9.539751052856445,26.73421859741211,0.6405183282494545,10.35328936457634,0.530756552182138,-0.004986547992935611,-0.1005928607218949,-0.024158942398546934
