B_rightHipLocX,B_rightHipLocY,B_rightHipLocZ,B_rightKneeLocX,B_rightKneeLocY,B_rightKneeLocZ,B_leftHipLocX,B_leftHipLocY,B_leftHipLocZ,B_leftKneeLocX,B_leftKneeLocY,B_leftKneeLocZ,A_rightHipLocX,A_rightHipLocY,A_rightHipLocZ,A_rightKneeLocX,A_rightKneeLocY,A_rightKneeLocZ,A_leftHipLocX,A_leftHipLocY,A_leftHipLocZ,A_leftKneeLocX,A_leftKneeLocY,A_leftKneeLocZ,A_rightHipSpdX,A_rightHipSpdY,A_rightHipSpdZ,A_rightKneeSpdX,A_rightKneeSpdY,A_rightKneeSpdZ,A_leftHipSpdX,A_leftHipSpdY,A_leftHipSpdZ,A_leftKneeSpdX,A_leftKneeSpdY,A_leftKneeSpdZ,IMU_angleX,IMU_angleY,IMU_angleZ,IMU_accX,IMU_accY,IMU_accZ,IMU_velX,IMU_velY,IMU_velZ,time(s),odmX,odmY,odmTheta
-0.025271430611610413,0.7615638578417171,0.1332859753152873,-0.008597142994403839,0.7592402729738627,0.481963601109213,0.04593333601951599,0.7565826397681602,0.13255763614717314,0.04593333601951599,0.7565826397681602,0.13255763614717314,-25.271430611610413,761.5638578417171,133.2859753152873,-8.597142994403839,759.2402729738626,481.963601109213,45.93333601951599,756.5826397681602,132.55763614717313,45.93333601951599,756.5826397681602,132.55763614717313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08426666259766,-3.368993043899536,67.76947021484375,-0.00988511092029512,9.768954885005952,1.0660037659853698,0.047791877201262316,-0.007826728103867404,-0.0026296730948857303,1611388177.112972,0.0,0.0,0.0
-0.025271430611610413,0.7615638578417171,0.1332859753152873,-0.01834857277572155,0.7642131302908722,0.505905525003931,0.04593333601951599,0.7565826397681602,0.13255763614717314,0.04593333601951599,0.7565826397681602,0.13255763614717314,-25.271430611610413,761.5638578417171,133.2859753152873,-18.34857277572155,764.2131302908722,505.905525003931,45.93333601951599,756.5826397681602,132.55763614717313,45.93333601951599,756.5826397681602,132.55763614717313,0.0,0.0,0.0,-97.51429781317711,49.72857317009583,239.41923894718053,0.0,0.0,0.0,0.0,0.0,0.0,85.22177124023438,-3.3976409435272217,67.75228118896484,-2.9903026297688485e-05,9.759259616732598,1.0657589869201183,0.053782732872608235,0.00022045838607336393,-0.005588001068627007,1611388177.161049,0.0,0.0,0.0
-0.025271430611610413,0.7596320310609624,0.13276834388946734,-0.01834857277572155,0.7642131302908722,0.505905525003931,0.04593333601951599,0.7565826397681602,0.13255763614717314,0.04593333601951599,0.7565826397681602,0.13255763614717314,-25.271430611610413,760.5032077565959,133.0017749815271,-22.746078007153972,766.4556902597305,516.7023761261418,45.93333601951599,756.5826397681602,132.55763614717313,45.93333601951599,756.5826397681602,132.55763614717313,0.0,-11.768816812027092,-3.1534449606520436,-38.107941148609925,19.43359673676772,93.56345143482369,0.0,0.0,0.0,0.0,0.0,0.0,85.473876953125,-3.4033703804016113,67.7408218383789,-0.059258871981874114,9.77894485294819,1.037208056151867,0.04769274519256433,0.00020293057969742457,-0.005519965106165806,1611388177.239137,0.0,0.0,0.0
-0.025271430611610413,0.7593084340203539,0.141703331609216,-0.018402857705950737,0.7644110730363115,0.5167579836001523,0.054600004106760025,0.7547314660509269,0.13946631051352437,0.054600004106760025,0.7547314660509269,0.13946631051352437,-25.271430611610413,759.236726942569,138.65252083450352,-20.750574050594285,765.5511058498197,518.920139555711,51.6877084174901,755.3535234762854,137.14476059686058,51.6877084174901,755.3535234762854,137.14476059686058,0.0,-14.448735788214504,59.93105750811463,32.44720525257038,-15.342740302459939,-3.8576956955749115,61.2917867751541,-13.091737634147009,48.8590300100008,61.2917867751541,-13.091737634147009,48.8590300100008,85.76608276367188,-3.3976409435272217,67.68925476074219,-0.07983710593543947,9.799788422584534,0.9397403798997402,0.045670423919039305,-0.0026548685749329627,-0.016506940025600197,1611388177.33143,0.0,0.0,0.0
-0.025271430611610413,0.7593084340203539,0.141703331609216,-0.01834857277572155,0.7617136773609278,0.5152336103296105,0.04583238437771797,0.7527996392701723,0.13894867908770436,0.04583238437771797,0.7527996392701723,0.13894867908770436,-25.271430611610413,758.8436574004016,142.87715965859226,-17.821584582557026,762.2806633991925,515.9050977430222,49.74381034458569,753.1202368312727,140.1002355926652,49.74381034458569,753.1202368312727,140.1002355926652,0.0,-3.4114692315981263,51.70373425357805,38.18691432491512,-37.9340097266925,-41.375521421972536,-13.339046994383471,-24.8731937907834,36.5221431928259,-13.339046994383471,-24.8731937907834,36.5221431928259,85.92650604248047,-3.374722719192505,67.66060638427734,-0.06998736153356731,9.770781555175782,0.9293838646262884,0.03958286637344864,-0.002685523535121729,-0.015441500837796397,1611388177.379793,0.0,0.0,0.0
-0.025271430611610413,0.7615638578417171,0.1332859753152873,-0.01834857277572155,0.7642131302908722,0.505905525003931,0.04608476534485817,0.759571394027431,0.13299464437942687,0.04608476534485817,0.759571394027431,0.13299464437942687,-25.271430611610413,760.6911752835666,137.64704360749948,-16.980271192448317,762.4007139187079,507.3795192523197,46.50861874859981,756.8737693102055,136.1509463680649,46.50861874859981,756.8737693102055,136.1509463680649,0.0,20.902779959994884,-58.75597619792978,8.80087076413781,-1.2560066521353912,-95.75705288405942,-46.111858915280486,38.31313934288498,-45.2206150105995,-46.111858915280486,38.31313934288498,-45.2206150105995,86.01245880126953,-3.334615707397461,67.6319580078125,-0.031163060157559815,9.771648697257042,0.8800585806369782,0.008140512973358797,-0.0019610775420621286,-0.001113600920857812,1611388177.451751,0.0,0.0,0.0
-0.02521619200706482,0.759571394027431,0.13299464437942687,-0.018457144498825073,0.7642106786803062,0.5175058655183142,0.04593333601951599,0.7565826397681602,0.13255763614717314,0.04593333601951599,0.7565826397681602,0.13255763614717314,-25.232468619210696,760.6097061715559,132.2713505251136,-17.808982894875477,763.735532462561,511.39476086884395,44.63485954705463,758.014916783211,132.01425409897206,44.63485954705463,758.014916783211,132.01425409897206,0.40490119660663054,2.18593335769008,-69.81010663103157,-11.877595413304983,19.165312288950318,34.24632405835981,-20.679789386543163,20.454030148193343,-53.13220808453461,-20.679789386543163,20.454030148193343,-53.13220808453461,86.04682922363281,-3.334615707397461,67.6319580078125,-0.04140057545620948,9.810964790582657,0.8513903401046992,0.016265363230823743,-0.001963961116093629,0.0007904914116882325,1611388177.487864,0.0,0.0,0.0
-0.02521619200706482,0.7577709996075099,0.13971380782823623,-0.018294287845492363,0.7615083374566199,0.5044087583061188,0.04583238437771797,0.7545901740255221,0.1322663124080209,0.04583238437771797,0.7545901740255221,0.1322663124080209,-25.207577650824494,758.621492456205,135.38028828706993,-18.561692400095605,762.7906454847858,507.84856852682736,44.902864194045804,756.1541441054077,130.55978422067827,44.902864194045804,756.1541441054077,130.55978422067827,0.30946314612919046,-23.73271687526186,34.009994028411164,-9.787283074061655,-8.424706571285315,-18.615406594778282,6.089585588974062,-23.91955197160739,-13.905231290618499,6.089585588974062,-23.91955197160739,-13.905231290618499,86.1041259765625,-3.2887790203094482,67.59757995605469,-0.08057748220860958,9.791368432044983,0.851420964896679,0.0009335851482155918,0.008873834652800363,0.009079941471413373,1611388177.597524,0.0,0.0,0.0
-0.025271430611610413,0.7578276931608832,0.13950222460658535,-0.01834857277572155,0.7642131302908722,0.505905525003931,0.04568095505237579,0.7527996392701723,0.13894867908770436,0.04568095505237579,0.7527996392701723,0.13894867908770436,-25.243672974781482,757.2801550409365,139.58556741701622,-18.707316301624726,763.4707827510618,505.72067571207134,45.70699690693066,752.9564200424493,136.1503509784186,45.70699690693066,752.9564200424493,136.1503509784186,-0.4054979922044475,-16.395792846093286,56.640864944222535,-0.9640495193474208,3.409478635711522,-33.5610070899057,11.366700566762448,-37.75821367862507,62.97097654533509,11.366700566762448,-37.75821367862507,62.97097654533509,86.13277435302734,-3.3804519176483154,67.66060638427734,-0.07218660440761597,9.822771488428117,0.7048727837204933,-0.02240163477728857,0.008754137007113432,0.013330356901648575,1611388177.669904,0.0,0.0,0.0
-0.02521619200706482,0.759571394027431,0.13299464437942687,-0.018294287845492363,0.7615083374566199,0.5044087583061188,0.04593333601951599,0.7565826397681602,0.13255763614717314,0.04593333601951599,0.7565826397681602,0.13255763614717314,-25.23855184129642,758.4217776205113,136.7005279745482,-18.426008760565736,762.2332556770396,503.7923403815533,46.235028947367425,754.3307001640131,135.74178899345497,46.235028947367425,754.3307001640131,135.74178899345497,-0.03612704033537865,13.52912721055549,-30.032999767662606,3.894637834095103,-10.30902847919292,-17.958058665997562,5.921098427465549,13.496579300702042,5.020985714426107,5.921098427465549,13.496579300702042,5.020985714426107,86.13850402832031,-3.426288604736328,67.67207336425781,-0.09163120485842229,9.861034498214723,0.7448610875755549,-0.027550365636802913,0.014758491576004425,0.011468684576358397,1611388177.730465,0.0,0.0,0.0
-0.025271430611610413,0.7596320310609624,0.13276834388946734,-0.018294287845492363,0.7640003932276956,0.495108279553169,0.04583238437771797,0.7545901740255221,0.1322663124080209,0.04583238437771797,0.7545901740255221,0.1322663124080209,-25.26179280118758,759.7671406330157,132.7954437456426,-18.20098193258321,763.11936762503,497.1549095854032,46.1257200244809,755.0623192788952,133.27722630325425,46.1257200244809,755.0623192788952,133.27722630325425,-0.17473311188974627,17.641798897212663,-51.50245156758035,2.831777440344019,6.68750873644286,-67.1062781731966,-1.680664514215014,14.579892698351575,-35.270308280405466,-1.680664514215014,14.579892698351575,-35.270308280405466,85.96089172363281,-3.5752577781677246,67.66060638427734,-0.09172346295788884,9.84186849474907,0.7249535840749741,-0.04567528002675666,0.0026811113742699227,0.014512124212239451,1611388177.818822,0.0,0.0,0.0
-0.02521619200706482,0.759571394027431,0.13299464437942687,-0.018294287845492363,0.7615083374566199,0.5044087583061188,0.04583238437771797,0.7545901740255221,0.1322663124080209,0.04583238437771797,0.7545901740255221,0.1322663124080209,-25.235592342726452,760.1760858788192,131.33289928088814,-18.181520078167964,762.24158549455,500.11531364723015,45.849913044508554,755.1659094322338,131.41268306053718,45.849913044508554,755.1659094322338,131.41268306053718,0.23476763368621834,4.051052418678172,-15.19916969481326,0.02339724516086739,-6.137650702426337,24.961820484810325,-3.7066456010488986,-0.3174116080780177,-21.996288304400714,-3.7066456010488986,-0.3174116080780177,-21.996288304400714,85.89785766601562,-3.644012928009033,67.66060638427734,-0.11110862737521529,9.783424989581109,0.7241787549108267,-0.0415711199915478,-0.00035606550942061883,0.018418163791077403,1611388177.866183,0.0,0.0,0.0
-0.02521619200706482,0.759571394027431,0.13299464437942687,-0.018294287845492363,0.7615083374566199,0.5044087583061188,0.04593333601951599,0.7546508129874057,0.13204000472135313,0.04593333601951599,0.7546508129874057,0.13204000472135313,-25.21344809688203,759.841571344634,132.13164009019656,-18.266541502678585,761.4943679522894,504.19486794549493,45.790515889144324,754.7685356107498,131.214038585872,45.790515889144324,754.7685356107498,131.214038585872,0.2964759867788463,-5.149445465649897,13.088410764077052,-1.1910839497160361,-10.197908908309323,57.04554434245844,-0.7303494262104462,-5.397115807239624,0.0971628898652592,-0.7303494262104462,-5.397115807239624,0.0971628898652592,85.81764221191406,-3.787252426147461,67.60331726074219,-0.12143840077333153,9.803576248884202,0.6756029377877713,-0.041415279297355286,-0.014312797011020183,0.01624500149210228,1611388177.939354,0.0,0.0,0.0
-0.025271430611610413,0.7615638578417171,0.1332859753152873,-0.018294287845492363,0.7615083374566199,0.5044087583061188,0.054600004106760025,0.7565826397681602,0.13255763614717314,0.054600004106760025,0.7565826397681602,0.13255763614717314,-25.245353398154354,760.8755212352904,133.42298741760737,-18.32570150830818,761.1938881393204,506.14961706743935,51.99190305750967,755.8723630624858,132.22127025669724,51.99190305750967,755.8723630624858,132.22127025669724,-0.34201482354848667,9.786797228952498,16.50163718167363,-0.7242361548523815,-2.8274596498639317,21.26059733952182,64.79849673328023,11.069423671944648,13.03432068880558,64.79849673328023,11.069423671944648,13.03432068880558,85.50825500488281,-4.039353370666504,67.49445343017578,-0.042921979855746036,9.80385457634926,0.6749095311015845,-0.051703007995003596,-0.002356594017783453,0.01651126974289232,1611388178.134946,0.0,0.0,0.0
-0.025271430611610413,0.7597595199416377,0.14001985603240535,-0.018402857705950737,0.7644110730363115,0.5167579836001523,0.04568095505237579,0.7498168011953148,0.1384895913546334,0.04568095505237579,0.7498168011953148,0.1384895913546334,-25.275823503321824,760.4217405842686,138.60229592723874,-18.401560552012384,763.3978902161673,514.2086983537639,49.683851304043976,751.9778949817535,137.08258853387937,49.683851304043976,751.9778949817535,137.08258853387937,-0.3966827823157512,-2.7717677449250364,54.06653507409732,-0.7221537070871624,23.876425406573976,79.2305430674496,-15.808913774507772,-38.326939820714685,51.96001810894948,-15.808913774507772,-38.326939820714685,51.96001810894948,85.64575958251953,-3.861737012863159,67.60904693603516,-0.03311836450360715,9.765264707207681,0.6545993006229401,-0.0215125301401537,0.016931115000986922,-0.0005427090485625466,1611388178.30925,0.0,0.0,0.0
-0.025271430611610413,0.7597595199416377,0.14001985603240535,-0.018402857705950737,0.7644110730363115,0.5167579836001523,0.05448000505566597,0.7527996392701723,0.13894867908770436,0.05448000505566597,0.7527996392701723,0.13894867908770436,-25.284791340990672,759.8266682021342,141.3568115632245,-18.424771348030678,764.9128869792445,518.5759549267688,52.34249734844351,751.2522923696629,140.0902911065023,52.34249734844351,751.2522923696629,140.0902911065023,-0.07934050440926198,-8.49586890510626,33.437875073073556,-0.25495341755572365,19.053004808007138,53.21955200913078,14.552081757255447,-14.445511311041729,35.99227484733006,14.552081757255447,-14.445511311041729,35.99227484733006,85.57701110839844,-3.8789258003234863,67.7236328125,-0.06207104923669249,9.812640602588655,0.7340151603519917,-0.02160922993380388,0.02494764378370391,-0.0024355980945743455,1611388178.426896,0.0,0.0,0.0
-0.025271430611610413,0.7597595199416377,0.14001985603240535,-0.016368571668863297,0.7615083374566199,0.5044087583061188,0.054600004106760025,0.7565826397681602,0.13255763614717314,0.054600004106760025,0.7565826397681602,0.13255763614717314,-25.276987446658175,759.510409640311,141.35442127704394,-16.979714260640367,763.0700678334254,510.07427189448816,54.48708305985979,754.6618954879586,135.8098709640329,54.48708305985979,754.6618954879586,135.8098709640329,0.1208516288118699,-3.4566132677527226,-4.627806866400346,15.094859650596817,-20.733451619164594,-95.42100886390993,29.192061793567472,40.672462189663484,-48.30022324906276,29.192061793567472,40.672462189663484,-48.30022324906276,85.41084289550781,-3.9362213611602783,68.03876495361328,-0.09160149369388819,9.81268036365509,0.7244795210659505,-0.04083436064973434,0.01988508907052424,-0.001286447354736618,1611388178.577716,0.0,0.0,0.0
-0.025271430611610413,0.7593084340203539,0.141703331609216,-0.018294287845492363,0.7615083374566199,0.5044087583061188,0.06326667219400406,0.7543395400454231,0.1409289982788715,0.06326667219400406,0.7543395400454231,0.1409289982788715,-25.26879509403614,759.2734416730917,141.3529530315206,-17.406963746595117,761.2318560464273,502.7603179576775,61.5650276661442,755.8086529780131,137.72284793799864,61.5650276661442,755.8086529780131,137.72284793799864,0.10710533098188763,-1.8104128810152382,-4.624592268073321,-2.5096968778721833,-24.015593786747523,-94.67037736439976,72.60084109102554,17.83408136372607,9.31128901806752,72.60084109102554,17.83408136372607,9.31128901806752,85.38792419433594,-3.9763286113739014,68.03303527832031,-0.04157960989046842,9.791943798065185,0.8216871424019337,0.0002591577863509891,-0.0229457976413042,-0.002287822044994483,1611388178.717569,0.0,0.0,0.0
-0.025271430611610413,0.7615638578417171,0.1332859753152873,-0.018294287845492363,0.7615083374566199,0.5044087583061188,0.05478000268340111,0.759571394027431,0.13299464437942687,0.05478000268340111,0.759571394027431,0.13299464437942687,-25.2673202416935,760.8389535647709,135.502714332819,-18.163367325306247,760.6922642265689,501.05930830808865,59.095785880167476,758.9415725914458,134.83059002162508,59.095785880167476,758.9415725914458,134.83059002162508,0.012951408366650057,16.398254759421338,-60.59674695767446,-10.75276428644516,-4.899573517947488,-13.296222348858286,-20.540796236769353,28.220260014894613,-20.453700492754383,-20.540796236769353,28.220260014894613,-20.453700492754383,85.59992218017578,-3.8388187885284424,67.8840560913086,-0.07106938422191889,9.782255546450616,0.8119934090226889,0.0052882316042817306,-0.0189360529069119,-0.002293559804659238,1611388178.860921,0.0,0.0,0.0
-0.025271430611610413,0.7597595199416377,0.14001985603240535,-0.018402857705950737,0.7644110730363115,0.5167579836001523,0.054600004106760025,0.7547881596043001,0.1392547272918735,0.054600004106760025,0.7547881596043001,0.1392547272918735,-25.27000073913767,760.6278609948637,136.67588364122614,-18.675530159457487,763.2132646675112,511.9301485488527,55.00941950349111,756.9094664193472,137.20908686690166,55.00941950349111,756.9094664193472,137.20908686690166,-0.03771414747779435,0.20439281006745524,4.418632798242436,-5.684416386296126,28.538668313555572,122.7266563310003,-57.05301187225277,-18.88584020253764,17.962074695751575,-57.05301187225277,-18.88584020253764,17.962074695751575,85.8348388671875,-3.7184975147247314,67.7408218383789,-0.10051304320804776,9.782151466012001,0.8122534639388324,0.011311776537153456,-0.012938942968300185,-0.0012877546183099515,1611388178.996292,0.0,0.0,0.0
-0.025271430611610413,0.7593084340203539,0.141703331609216,-0.018294287845492363,0.7640003932276956,0.495108279553169,0.054600004106760025,0.7547881596043001,0.1392547272918735,0.054600004106760025,0.7547881596043001,0.1392547272918735,-25.272275113869583,759.653544344062,140.55303613138437,-18.569258533498587,764.7287392552195,504.16840817485263,52.90177313821803,754.6876595603519,139.33119066701965,52.90177313821803,754.6876595603519,139.33119066701965,-0.02802759098542859,-12.899209975087977,50.97216071447077,1.7882048765531762,19.724560305820855,-64.4298166166343,-23.559081933432534,-30.470404950286884,29.12234396317266,-23.559081933432534,-30.470404950286884,29.12234396317266,85.98381042480469,-3.644012928009033,67.66060638427734,-0.07111004521138967,9.791984728574754,0.8121514300256968,0.0153216721146518,-0.00797271770293792,0.0017227960189669497,1611388179.158048,0.0,0.0,0.0
-0.025271430611610413,0.7615638578417171,0.1332859753152873,-0.01834857277572155,0.7642131302908722,0.505905525003931,0.05478000268340111,0.7600214926324114,0.13131485351722455,0.05478000268340111,0.7600214926324114,0.13131485351722455,-25.27251776219918,760.5810235864411,137.07558413640916,-18.339319396297565,764.9374252513282,502.91698527447915,53.5779797892999,757.5022142208417,134.56700378945058,53.5779797892999,757.5022142208417,134.56700378945058,-0.0006630361930740372,8.640051122096148,-32.76679976191835,3.2763165544657866,0.028872551367960936,-40.831116667105675,11.302776669158046,29.379014426441362,-50.126481873620456,11.302776669158046,29.379014426441362,-50.126481873620456,86.05829620361328,-3.1799168586730957,67.64341735839844,-0.07163073062896728,9.7928571331501,0.753377191722393,0.003841892247620854,0.018988585839112202,0.00019669173808977837,1611388179.299753,0.0,0.0,0.0
