-26.354858,-26.865025,-25.578773,-22.83528,-18.673489,-13.298453,-7.1694345,-0.6608567
760.1518,760.47174,760.7433,760.87775,760.8385,760.7115,760.5374,760.29956
-25.26847,-25.266806,-25.264877,-25.262693,-25.260305,-25.257896,-25.255713,-25.253931
761.0805,760.91797,760.74225,760.56366,760.39197,760.2349,760.0963,759.9759
-26.305977,-26.825827,-25.548382,-22.807291,-18.64116,-13.261814,-7.1309004,-0.622629
760.0327,760.35187,760.6211,760.75226,760.7106,760.58246,760.4079,760.1698
-25.266808,-25.26488,-25.262693,-25.260305,-25.2579,-25.255713,-25.253931,-25.252638
760.918,760.74225,760.5637,760.39197,760.235,760.0963,759.9759,759.87286
-26.246252,-26.771833,-25.50261,-22.762957,-18.590721,-13.205902,-7.0728345,-0.56522083
759.8964,760.2136,760.47974,760.6065,760.5616,760.432,760.25665,760.01794
-25.264877,-25.262691,-25.260305,-25.257896,-25.255713,-25.253931,-25.252636,-25.251842
760.7423,760.5637,760.392,760.235,760.0963,759.97595,759.87286,759.7886
-26.176819,-26.702126,-25.439207,-22.69929,-18.51896,-13.127575,-6.992223,-0.4857248
759.75323,760.0668,760.32886,760.4501,760.4011,760.2696,760.0932,759.8536
-25.262691,-25.260303,-25.257898,-25.255713,-25.25393,-25.252636,-25.251842,-25.251535
760.5637,760.392,760.235,760.0963,759.97595,759.87286,759.7886,759.72534
-26.098915,-26.616722,-25.357136,-22.614698,-18.42427,-13.025392,-6.887795,-0.3829633
759.6132,759.92114,760.17804,760.29266,760.23895,760.10516,759.9273,759.68634
-25.260305,-25.257898,-25.255714,-25.253933,-25.252638,-25.251844,-25.251535,-25.251686
760.392,760.235,760.0963,759.97595,759.87286,759.7885,759.72534,759.6832
-26.014107,-26.51664,-25.256725,-22.509216,-18.306866,-12.899847,-6.760213,-0.2576843
759.4854,759.7856,760.0365,760.14355,760.08453,759.94794,759.7683,759.5257
-25.257898,-25.255714,-25.253933,-25.252638,-25.251844,-25.251535,-25.251686,-25.252254
760.2349,760.09625,759.9759,759.8728,759.7885,759.7253,759.6832,759.66205
-25.924536,-26.404152,-25.139666,-22.384323,-18.168482,-12.75296,-6.611638,-0.11202951
759.37616,759.6667,759.91077,760.0096,759.9448,759.80524,759.6235,759.3788
-25.255713,-25.253931,-25.252636,-25.251842,-25.251535,-25.251686,-25.252254,-25.25319
760.0963,759.97595,759.87286,759.7886,759.72534,759.6832,759.6621,759.66486
-25.83216,-26.282272,-25.009138,-22.243376,-18.012882,-12.588743,-6.446177,0.049944084
759.2878,759.56696,759.8037,759.89386,759.8231,759.6803,759.49615,759.249
-25.253931,-25.252638,-25.251844,-25.251535,-25.251684,-25.252254,-25.25319,-25.254398
759.9759,759.87286,759.7885,759.7253,759.6832,759.66205,759.66486,759.69507
-25.738739,-26.154617,-24.869371,-22.091,-17.845062,-12.412402,-6.268971,0.22327231
759.21826,759.4851,759.7142,759.7955,759.71875,759.5726,759.3858,759.1361
-25.252638,-25.251844,-25.251535,-25.251686,-25.252254,-25.25319,-25.254398,-25.255693
759.8728,759.7885,759.7253,759.6832,759.66205,759.66486,759.69507,759.75024
-25.645432,-26.024439,-24.7248,-21.932281,-17.670483,-12.229439,-6.085427,0.40272802
759.1658,759.4197,759.64087,759.7133,759.6306,759.48114,759.2917,759.0392
-25.251844,-25.251537,-25.251686,-25.252256,-25.253191,-25.254398,-25.255693,-25.256802
759.7885,759.72534,759.6832,759.6621,759.66486,759.69507,759.75024,759.8207
-25.553827,-25.894674,-24.57912,-21.771437,-17.493717,-12.044582,-5.900204,0.5837986
759.1303,759.37134,759.5846,759.6484,759.55994,759.40717,759.21497,758.9596
-25.251535,-25.251686,-25.252254,-25.253191,-25.254398,-25.255693,-25.256802,-24.911798
759.7253,759.6832,759.66205,759.66486,759.69507,759.75024,759.8206,759.8921
-25.465992,-25.767988,-24.435236,-21.611616,-17.318142,-11.861247,-5.716649,0.7632876
759.1131,759.3415,759.5472,759.6026,759.5087,759.3527,759.15784,758.8996
-25.251684,-25.252254,-25.25319,-25.254398,-25.255693,-25.2568,-24.911797,-20.12149
759.6832,759.66205,759.66486,759.69507,759.75024,759.8206,759.8921,759.9653
-25.38378,-25.647139,-24.296482,-21.456554,-17.147692,-11.683406,-5.5386453,0.9374284
759.1137,759.3301,759.52844,759.57605,759.47705,759.31805,759.12054,758.8595
-25.252254,-25.253191,-25.254398,-25.255695,-25.256802,-24.911797,-20.12149,-14.05539
759.66205,759.66486,759.69507,759.75024,759.8206,759.8921,759.9653,760.0106
-25.308533,-25.534649,-24.166311,-21.31033,-16.986761,-11.515501,-5.370608,1.1018414
759.13196,759.33716,759.5287,759.569,759.4653,759.3035,759.1035,758.8398
-25.25319,-25.254398,-25.255693,-25.2568,-24.911798,-20.12149,-14.055389,-0.11954355
759.66486,759.69507,759.75024,759.8206,759.8921,759.9653,760.0106,760.06885
-25.241142,-25.431908,-24.046469,-21.17512,-16.837824,-11.360165,-5.2152185,1.2538189
759.1712,759.3661,759.5513,759.58484,759.47687,759.31256,759.1102,758.84406
-25.254396,-25.255693,-25.256802,-24.911797,-20.12149,-14.055388,-0.11954356,12.455535
759.69507,759.75024,759.8207,759.89215,759.9653,760.0106,760.0689,760.1123
-25.182066,-25.338976,-23.936594,-21.050425,-16.7004,-11.216936,-5.0720167,1.3938674
759.2344,759.4197,759.59906,759.6265,759.5148,759.3481,759.1437,758.8752
-25.255693,-25.2568,-24.911798,-20.12149,-14.055389,-0.11954429,12.455535,32.691612
759.75024,759.8207,759.89215,759.9653,760.0106,760.0689,760.1123,760.13165
-25.131517,-25.256147,-23.836678,-20.936178,-16.574493,-11.085853,-4.940946,1.522225
759.3175,759.49384,759.668,759.6903,759.57526,759.40656,759.2002,758.9295
-25.256802,-24.911797,-20.12149,-14.055389,-0.11954329,12.455535,32.691612,56.58456
759.8207,759.8921,759.9653,760.0106,760.0689,760.1123,760.13165,760.1362
-25.069279,-25.16331,-23.729507,-20.818035,-16.448212,-10.956675,-4.8126454,1.6481389
759.40894,759.575,759.74384,759.7613,759.64325,759.4725,759.26404,758.9911
-24.911798,-20.121492,-14.05539,-0.11954441,12.455536,32.691612,56.58456,89.60258
759.89215,759.96533,760.0106,760.0689,760.11237,760.13165,760.1362,760.0945
-24.28983,-24.291887,-22.853058,-19.92495,-15.535164,-10.036251,-3.8934426,2.565535
759.5132,759.639,759.7794,759.77374,759.6422,759.46216,759.24384,758.9592
-20.12149,-14.055388,-0.1195432,12.455537,32.691612,56.58456,89.602585,119.77996
759.9653,760.01056,760.06885,760.1123,760.13165,760.13617,760.0944,760.00995
-16.511831,-15.637057,-13.4312935,-9.624082,-4.558798,1.2979003,7.5855036,14.101927
759.7407,759.80927,759.7466,759.5599,759.3303,759.07275,758.7586,758.3568
-14.055389,-0.11954369,12.455536,32.691612,56.58456,89.60258,119.77997,166.0166
760.0106,760.06885,760.1123,760.13165,760.1362,760.0944,760.01,759.9422
-4.8166595,-0.10670056,4.8771987,10.401768,16.355946,22.61317,29.115747,35.884212
759.8981,759.676,759.3556,758.9991,758.5966,758.1194,757.5465,756.8683
-0.11954405,12.455535,32.691612,56.584564,89.60258,119.77997,166.01659,196.41794
760.0689,760.1123,760.13165,760.1362,760.0944,760.01,759.9422,759.9746
18.731071,35.005806,47.525646,58.457626,68.769966,79.07524,89.93687,101.990776
760.6363,760.7067,760.61774,760.3179,759.8623,759.3207,758.7545,758.21545
12.455535,32.691612,56.58456,89.60258,119.77996,166.0166,196.41794,235.03996
760.1123,760.13165,760.1362,760.0944,760.01,759.9422,759.9746,760.2996
36.112827,56.874146,72.90109,87.25347,101.31195,116.03798,132.38333,151.38898
760.8608,761.4348,761.6042,761.50195,761.2849,761.09607,761.0443,761.2047
32.691612,56.58456,89.60258,119.77997,166.01659,196.41794,235.03995,279.74664
760.13165,760.1362,760.0944,760.01,759.9422,759.97455,760.29956,761.06116
